
98,89,1514818674297,1514818674331

0,8,1514818829905,1514818829905

0,20,1514818829905,1514818829905

0,7,1514818829905,1514818829905

0,21,1514818829905,1514818829905

0,22,1514818829905,1514818829906

0,28,1514818829905,1514818829906

0,26,1514818829905,1514818829906

0,36,1514818829905,1514818829906

0,23,1514818829905,1514818829906

0,29,1514818829905,1514818829906

0,24,1514818829905,1514818829906

0,25,1514818829905,1514818829906

0,27,1514818829905,1514818829906

0,30,1514818829905,1514818829906

0,33,1514818829905,1514818829906

0,34,1514818829905,1514818829906

0,31,1514818829905,1514818829906

0,35,1514818829905,1514818829906

0,32,1514818829905,1514818829907

0,37,1514818829905,1514818829907

0,38,1514818829905,1514818829907

0,39,1514818829905,1514818829907

0,40,1514818829905,1514818829907

0,41,1514818829905,1514818829907

0,49,1514818829906,1514818829907

0,42,1514818829905,1514818829907

0,62,1514818829906,1514818829907

0,63,1514818829906,1514818829907

0,64,1514818829906,1514818829907

0,65,1514818829906,1514818829907

0,51,1514818829906,1514818829907

0,59,1514818829906,1514818829907

0,9,1514818829905,1514818829905

0,1,1514818829904,1514818829905

0,3,1514818829904,1514818829905

0,12,1514818829905,1514818829908

0,6,1514818829905,1514818829910

0,52,1514818829906,1514818829908

0,2,1514818829904,1514818829910

0,84,1514818829907,1514818829910

0,66,1514818829906,1514818829908

0,5,1514818829904,1514818829905

0,85,1514818829907,1514818829910

0,86,1514818829907,1514818829910

0,10,1514818829905,1514818829909

0,0,1514818829904,1514818829909

0,19,1514818829905,1514818829910

0,11,1514818829905,1514818829910

0,53,1514818829906,1514818829911

0,4,1514818829904,1514818829910

0,60,1514818829906,1514818829908

0,87,1514818829907,1514818829910

0,88,1514818829907,1514818829911

0,68,1514818829906,1514818829911

0,89,1514818829907,1514818829912

0,43,1514818829906,1514818829912

0,47,1514818829906,1514818829912

0,69,1514818829906,1514818829912

0,90,1514818829907,1514818829912

0,44,1514818829906,1514818829912

0,48,1514818829906,1514818829912

0,70,1514818829906,1514818829912

0,91,1514818829907,1514818829912

0,13,1514818829905,1514818829912

0,99,1514818829907,1514818829912

0,45,1514818829906,1514818829912

0,92,1514818829907,1514818829912

0,71,1514818829906,1514818829912

0,93,1514818829907,1514818829912

0,14,1514818829905,1514818829912

0,94,1514818829907,1514818829912

0,46,1514818829906,1514818829912

0,95,1514818829907,1514818829912

0,15,1514818829905,1514818829912

0,97,1514818829907,1514818829912

0,72,1514818829906,1514818829912

0,98,1514818829907,1514818829913

0,96,1514818829907,1514818829913

0,16,1514818829905,1514818829913

0,73,1514818829906,1514818829913

0,74,1514818829906,1514818829913

0,17,1514818829905,1514818829913

0,75,1514818829906,1514818829913

0,18,1514818829905,1514818829913

0,67,1514818829906,1514818829910

0,76,1514818829906,1514818829913

0,54,1514818829906,1514818829913

0,77,1514818829906,1514818829913

0,55,1514818829906,1514818829913

0,56,1514818829906,1514818829913

0,78,1514818829906,1514818829913

0,57,1514818829906,1514818829914

0,50,1514818829906,1514818829914

0,58,1514818829906,1514818829914

0,61,1514818829906,1514818829913

1,7,1514818829914,1514818829914

1,8,1514818829914,1514818829914

1,15,1514818829914,1514818829914

1,2,1514818829914,1514818829914

1,18,1514818829914,1514818829914

1,22,1514818829914,1514818829914

1,28,1514818829914,1514818829914

0,79,1514818829906,1514818829914

1,1,1514818829914,1514818829914

0,80,1514818829906,1514818829915

1,4,1514818829914,1514818829914

0,81,1514818829906,1514818829915

1,27,1514818829914,1514818829914

0,82,1514818829906,1514818829915

0,83,1514818829906,1514818829915

1,9,1514818829914,1514818829914

1,6,1514818829914,1514818829914

1,13,1514818829914,1514818829915

1,23,1514818829914,1514818829915

1,17,1514818829914,1514818829914

1,12,1514818829914,1514818829915

1,16,1514818829914,1514818829915

1,11,1514818829914,1514818829914

1,14,1514818829914,1514818829915

1,5,1514818829914,1514818829915

1,24,1514818829914,1514818829915

1,19,1514818829914,1514818829915

1,0,1514818829914,1514818829915

1,10,1514818829914,1514818829915

1,21,1514818829914,1514818829915

1,3,1514818829914,1514818829915

1,20,1514818829914,1514818829915

1,25,1514818829914,1514818829915

1,26,1514818829914,1514818829915

1,29,1514818829915,1514818829915

1,30,1514818829915,1514818829915

1,31,1514818829915,1514818829915

1,32,1514818829915,1514818829915

1,34,1514818829915,1514818829915

1,33,1514818829915,1514818829915

1,35,1514818829916,1514818829916

1,36,1514818829916,1514818829916

1,37,1514818829916,1514818829916

1,38,1514818829916,1514818829916

1,39,1514818829916,1514818829916

1,40,1514818829916,1514818829916

1,41,1514818829916,1514818829916

1,42,1514818829916,1514818829916

1,43,1514818829916,1514818829916

1,48,1514818829916,1514818829916

1,44,1514818829916,1514818829916

1,51,1514818829916,1514818829916

1,52,1514818829916,1514818829916

1,53,1514818829916,1514818829916

1,50,1514818829916,1514818829916

1,45,1514818829916,1514818829916

1,46,1514818829916,1514818829916

1,49,1514818829916,1514818829916

1,55,1514818829916,1514818829917

1,47,1514818829916,1514818829916

1,54,1514818829916,1514818829916

1,56,1514818829917,1514818829917

1,57,1514818829917,1514818829917

1,59,1514818829917,1514818829917

1,60,1514818829917,1514818829917

1,61,1514818829917,1514818829917

1,63,1514818829917,1514818829917

1,62,1514818829917,1514818829917

1,64,1514818829917,1514818829917

1,58,1514818829917,1514818829917

1,65,1514818829917,1514818829917

1,66,1514818829917,1514818829917

1,67,1514818829917,1514818829917

1,68,1514818829917,1514818829917

1,69,1514818829917,1514818829917

1,71,1514818829917,1514818829917

1,72,1514818829917,1514818829917

1,70,1514818829917,1514818829917

1,73,1514818829917,1514818829917

1,74,1514818829917,1514818829917

1,75,1514818829917,1514818829918

1,76,1514818829918,1514818829918

1,77,1514818829918,1514818829918

1,78,1514818829918,1514818829918

1,79,1514818829918,1514818829918

1,80,1514818829918,1514818829918

1,82,1514818829918,1514818829918

1,81,1514818829918,1514818829918

1,83,1514818829918,1514818829918

1,84,1514818829918,1514818829918

1,85,1514818829918,1514818829918

1,86,1514818829918,1514818829918

1,87,1514818829918,1514818829918

1,89,1514818829918,1514818829918

1,88,1514818829918,1514818829918

1,90,1514818829918,1514818829918

1,91,1514818829918,1514818829918

1,92,1514818829918,1514818829918

1,93,1514818829918,1514818829918

1,94,1514818829918,1514818829918

1,95,1514818829918,1514818829918

1,96,1514818829918,1514818829918

1,97,1514818829918,1514818829919

1,98,1514818829918,1514818829919

1,99,1514818829919,1514818829919

2,0,1514818829920,1514818829920

2,1,1514818829920,1514818829920

2,3,1514818829920,1514818829920

2,2,1514818829920,1514818829920

2,4,1514818829920,1514818829920

2,5,1514818829920,1514818829920

2,6,1514818829920,1514818829920

2,9,1514818829920,1514818829920

2,8,1514818829920,1514818829920

2,7,1514818829920,1514818829920

2,10,1514818829920,1514818829920

2,11,1514818829920,1514818829920

2,17,1514818829920,1514818829920

2,16,1514818829920,1514818829920

2,18,1514818829920,1514818829920

2,12,1514818829920,1514818829920

2,15,1514818829920,1514818829920

2,19,1514818829920,1514818829920

2,21,1514818829920,1514818829920

2,25,1514818829920,1514818829920

2,14,1514818829920,1514818829920

2,29,1514818829920,1514818829920

2,30,1514818829920,1514818829920

2,31,1514818829920,1514818829920

2,32,1514818829920,1514818829921

2,33,1514818829920,1514818829921

2,34,1514818829921,1514818829921

2,35,1514818829921,1514818829921

2,36,1514818829921,1514818829921

2,39,1514818829921,1514818829921

2,37,1514818829921,1514818829921

2,38,1514818829921,1514818829921

2,40,1514818829921,1514818829921

2,41,1514818829921,1514818829921

2,42,1514818829921,1514818829921

2,44,1514818829921,1514818829921

2,46,1514818829921,1514818829921

2,45,1514818829921,1514818829921

2,43,1514818829921,1514818829921

2,50,1514818829921,1514818829921

2,52,1514818829921,1514818829921

2,54,1514818829921,1514818829921

2,51,1514818829921,1514818829921

2,53,1514818829921,1514818829921

2,55,1514818829921,1514818829921

2,56,1514818829921,1514818829921

2,57,1514818829921,1514818829921

2,58,1514818829921,1514818829921

2,59,1514818829921,1514818829921

2,61,1514818829921,1514818829921

2,62,1514818829921,1514818829921

2,63,1514818829921,1514818829921

2,64,1514818829921,1514818829921

2,65,1514818829921,1514818829921

2,66,1514818829921,1514818829922

2,72,1514818829921,1514818829922

2,67,1514818829921,1514818829922

2,82,1514818829921,1514818829922

2,68,1514818829921,1514818829922

2,71,1514818829921,1514818829922

2,83,1514818829921,1514818829922

2,84,1514818829921,1514818829922

2,73,1514818829921,1514818829922

2,85,1514818829921,1514818829922

2,86,1514818829921,1514818829922

2,24,1514818829920,1514818829920

2,87,1514818829921,1514818829922

2,69,1514818829921,1514818829922

2,74,1514818829921,1514818829922

2,77,1514818829921,1514818829922

2,78,1514818829921,1514818829922

2,70,1514818829921,1514818829922

2,80,1514818829921,1514818829922

2,81,1514818829921,1514818829922

2,79,1514818829921,1514818829922

2,95,1514818829921,1514818829922

2,96,1514818829921,1514818829922

2,94,1514818829921,1514818829922

2,93,1514818829921,1514818829922

2,91,1514818829921,1514818829922

2,92,1514818829921,1514818829922

2,88,1514818829921,1514818829922

2,75,1514818829921,1514818829922

2,76,1514818829921,1514818829922

2,89,1514818829921,1514818829922

